21532	29138411	13.830	4.426	b0001
21532	29138411	16.507	-0.079	b0002
21532	29138411	14.350	0.097	b0003
21532	29138411	16.578	6.413	b0004
21532	29138411	15.899	-0.388	b0005
21532	29138411	14.179	0.039	b0006
21532	29138411	10.142	-0.051	b0007
21532	29138411	14.867	0.097	b0008
21532	29138411			b0009
21532	29138411			b0010
21532	29138411			b0011
21532	29138411			b0012
21532	29138411			b0013
21532	29138411	12.475	-0.584	b0014
21532	29138411	15.842	0.607	b0015
21532	29138411	15.502	1.820	b0016
21532	29138411			b0017
21532	29138411			b0018
21532	29138411	13.070	6.123	b0019
21532	29138411	15.121	-0.595	b0020
21532	29138411	10.729	0.976	b0021
21532	29138411	16.122	-0.214	b0022
21532	29138411	15.435	-2.099	b0023
21532	29138411			b0024
21532	29138411	15.459	-0.670	b0025
21532	29138411	19.475	0.402	b0026
21532	29138411	15.593	0.589	b0027
21532	29138411			b0028
21532	29138411	16.614	-5.601	b0029
21532	29138411			b0030
21532	29138411	14.740	-1.460	b0031
21532	29138411	16.450	-0.229	b0032
21532	29138411	16.356	-6.051	b0033
21532	29138411			b0034
21532	29138411			b0035
21532	29138411			b0036
21532	29138411			b0037
21532	29138411			b0038
21532	29138411			b0039
21532	29138411			b0040
21532	29138411			b0041
21532	29138411			b0042
21532	29138411			b0043
21532	29138411			b0044
21532	29138411	16.393	0.164	b0045
21532	29138411	19.031	0.581	b0046
21532	29138411	16.314	0.021	b0047
21532	29138411			b0048
21532	29138411	14.786	-0.708	b0049
21532	29138411			b0050
21532	29138411	18.459	-2.686	b0051
21532	29138411			b0052
21532	29138411	14.189	-0.771	b0053
21532	29138411	20.707	1.849	b0054
21532	29138411	18.875	-0.892	b0055
21532	29138411			b0056
21532	29138411			b0057
21532	29138411			b0058
21532	29138411			b0059
21532	29138411	14.386	1.647	b0060
21532	29138411			b0061
21532	29138411			b0062
21532	29138411	16.614	-4.213	b0063
21532	29138411			b0064
21532	29138411	17.329	5.072	b0065
21532	29138411			b0066
21532	29138411	15.185	-0.512	b0067
21532	29138411			b0068
21532	29138411	15.748	0.050	b0069
21532	29138411			b0070
21532	29138411	15.017	-1.996	b0071
21532	29138411	16.269	-0.292	b0072
21532	29138411	16.203	-0.570	b0073
21532	29138411	12.889	5.762	b0074
21532	29138411		14.229	b0075
21532	29138411			b0076
21532	29138411			b0077
21532	29138411			b0078
21532	29138411			b0079
21532	29138411	19.152	0.687	b0080
21532	29138411	16.716	5.224	b0081
21532	29138411	16.531	-0.058	b0082
21532	29138411			b0083
21532	29138411	13.743	5.360	b0084
21532	29138411	18.189	0.390	b0085
21532	29138411	18.611	2.121	b0086
21532	29138411			b0087
21532	29138411	21.109	-3.824	b0088
21532	29138411	18.757	-0.072	b0089
21532	29138411		18.602	b0090
21532	29138411	19.555	-0.745	b0091
21532	29138411			b0092
21532	29138411	18.196	8.685	b0093
21532	29138411	16.999	5.254	b0094
21532	29138411	15.133	-2.026	b0095
21532	29138411	14.976	0.687	b0096
21532	29138411	10.364	-0.175	b0097
21532	29138411	16.276	5.729	b0098
21532	29138411			b0099
21532	29138411			b0100
21532	29138411			b0101
21532	29138411			b0102
21532	29138411	19.149	-0.676	b0103
21532	29138411	15.864	-0.463	b0104
21532	29138411			b0105
21532	29138411	18.421	-0.724	b0106
21532	29138411		17.384	b0107
21532	29138411			b0108
21532	29138411			b0109
21532	29138411			b0110
21532	29138411			b0111
21532	29138411	10.530	-0.263	b0112
21532	29138411			b0113
21532	29138411	14.031	-0.395	b0114
21532	29138411	19.088	-4.789	b0115
21532	29138411	16.187	0.521	b0116
21532	29138411	15.589	0.781	b0117
21532	29138411			b0118
21532	29138411			b0119
21532	29138411	15.813	-1.035	b0120
21532	29138411	13.593	5.624	b0121
21532	29138411			b0122
21532	29138411	15.169	0.180	b0123
21532	29138411	18.368	-8.972	b0124
21532	29138411	13.917	-1.145	b0125
21532	29138411	10.509	-0.512	b0126
21532	29138411			b0127
21532	29138411			b0128
21532	29138411	18.601	-1.493	b0129
21532	29138411	13.895	-0.713	b0130
21532	29138411	15.397	-0.835	b0131
21532	29138411	20.508	4.921	b0132
21532	29138411			b0133
21532	29138411			b0134
21532	29138411			b0135
21532	29138411			b0136
21532	29138411			b0137
21532	29138411			b0138
21532	29138411	18.759	-1.907	b0139
21532	29138411			b0140
21532	29138411			b0141
21532	29138411			b0142
21532	29138411	15.704	-0.332	b0143
21532	29138411			b0144
21532	29138411	14.806	-1.489	b0145
21532	29138411			b0146
21532	29138411			b0147
21532	29138411	16.805	-3.175	b0148
21532	29138411	15.025	-0.285	b0149
21532	29138411	14.960	-0.446	b0150
21532	29138411	15.841	-0.394	b0151
21532	29138411	14.600	0.526	b0152
21532	29138411	16.260	0.514	b0153
21532	29138411	21.240	-3.311	b0154
21532	29138411			b0155
21532	29138411		19.661	b0156
21532	29138411		25.907	b0157
21532	29138411	14.443	-1.064	b0158
21532	29138411	14.963	-0.190	b0159
21532	29138411	15.187	-0.054	b0160
21532	29138411	12.970	5.923	b0161
21532	29138411			b0162
21532	29138411		22.718	b0163
21532	29138411			b0164
21532	29138411			b0165
21532	29138411	15.623	0.211	b0166
21532	29138411	17.734	-8.515	b0167
21532	29138411			b0168
21532	29138411	13.587	5.996	b0169
21532	29138411	12.995	5.864	b0170
21532	29138411			b0171
21532	29138411	17.658	4.473	b0172
21532	29138411			b0173
21532	29138411			b0174
21532	29138411	18.412	-2.739	b0175
21532	29138411	18.006	-1.194	b0176
21532	29138411	15.744	-0.223	b0177
21532	29138411	14.553	0.090	b0178
21532	29138411	14.714	-1.721	b0179
21532	29138411	15.807	-0.043	b0180
21532	29138411	16.492	5.586	b0181
21532	29138411			b0182
21532	29138411	17.090	-0.052	b0183
21532	29138411	16.435	5.697	b0184
21532	29138411	10.344	-0.067	b0185
21532	29138411			b0186
21532	29138411			b0187
21532	29138411	15.540	-1.000	b0188
21532	29138411			b0189
21532	29138411			b0190
21532	29138411			b0191
21532	29138411			b0192
21532	29138411			b0193
21532	29138411	14.049	-0.043	b0194
21532	29138411		21.921	b0195
21532	29138411			b0196
21532	29138411	13.055	5.852	b0197
21532	29138411	14.286	-0.252	b0198
21532	29138411	16.115	0.002	b0199
21532	29138411	13.863	-0.039	b0200
21532	29138411		17.687	b0207
21532	29138411	16.770	-4.690	b0208
21532	29138411			b0209
21532	29138411			b0210
21532	29138411	15.989	-0.499	b0211
21532	29138411			b0212
21532	29138411			b0213
21532	29138411	19.144	-0.914	b0214
21532	29138411	15.043	-0.371	b0215
21532	29138411	19.408	-1.041	b0217
21532	29138411			b0218
21532	29138411			b0219
