1191081	86058482	14.423	-1.951	BPSL0004
1191081	86058482	12.054	0.563	BPSL0007
1191081	86058482	11.389	0.167	BPSL0008
1191081	86058482	10.768	-0.362	BPSL0009
1191081	86058482	11.590	0.661	BPSL0011
1191081	86058482	11.625	0.630	BPSL0012
1191081	86058482	10.551	-0.078	BPSL0013
1191081	86058482	10.775	0.275	BPSL0014
1191081	86058482	10.199	-0.218	BPSL0015
1191081	86058482	10.666	0.647	BPSL0016
1191081	86058482	11.351	0.538	BPSL0017
1191081	86058482	10.412	-0.093	BPSL0018
1191081	86058482	11.333	-0.545	BPSL0021
1191081	86058482	10.173	-0.112	BPSL0022
1191081	86058482	10.648	0.440	BPSL0024
1191081	86058482	9.957	0.188	BPSL0025
1191081	86058482	11.519	-0.025	BPSL0026
1191081	86058482	11.499	-0.243	BPSL0027
1191081	86058482	12.232	1.697	BPSL0028
1191081	86058482	11.385	1.284	BPSL0029
1191081	86058482	10.729	-0.001	BPSL0030
1191081	86058482	10.273	0.046	BPSL0031
1191081	86058482	10.435	-0.047	BPSL0032
1191081	86058482	9.663	0.164	BPSL0034
1191081	86058482	9.642	-0.059	BPSL0035
1191081	86058482	10.022	-0.111	BPSL0036
1191081	86058482	9.565	-0.055	BPSL0037
1191081	86058482	10.593	-0.647	BPSL0038
1191081	86058482	9.891	0.118	BPSL0039
1191081	86058482	9.559	0.046	BPSL0040
1191081	86058482	9.604	-0.015	BPSL0041
1191081	86058482	9.769	0.074	BPSL0042
1191081	86058482	9.715	-0.039	BPSL0043
1191081	86058482	9.501	0.008	BPSL0044
1191081	86058482	9.535	-0.068	BPSL0045
1191081	86058482	10.448	0.249	BPSL0056
1191081	86058482	10.974	0.101	BPSL0057
1191081	86058482	10.612	-0.330	BPSL0061
1191081	86058482	10.312	-0.148	BPSL0062
1191081	86058482	9.976	-0.155	BPSL0063
1191081	86058482	10.055	-0.178	BPSL0064
1191081	86058482	11.394	0.055	BPSL0067
1191081	86058482	10.964	-0.137	BPSL0068
1191081	86058482	10.491	-0.228	BPSL0071
1191081	86058482	10.239	-0.399	BPSL0072
1191081	86058482	13.416	-0.191	BPSL0075a
1191081	86058482	11.256	0.047	BPSL0076
1191081	86058482	10.672	0.034	BPSL0077
1191081	86058482	11.328	-0.439	BPSL0078
1191081	86058482	10.047	0.199	BPSL0080
1191081	86058482	9.643	0.003	BPSL0081
1191081	86058482	12.741	-1.354	BPSL0093
1191081	86058482	12.227	-1.431	BPSL0094
1191081	86058482	11.307	-0.617	BPSL0095
1191081	86058482	11.635	-0.846	BPSL0096
1191081	86058482	14.367	-2.079	BPSL0097
1191081	86058482	11.669	-0.141	BPSL0098
1191081	86058482	10.408	-0.123	BPSL0100
1191081	86058482	10.235	-0.195	BPSL0101
1191081	86058482	10.702	0.229	BPSL0102
1191081	86058482	9.953	-0.159	BPSL0105
1191081	86058482	10.195	-0.247	BPSL0108
1191081	86058482	10.463	0.352	BPSL0109
1191081	86058482	10.474	-0.053	BPSL0110
1191081	86058482	10.031	0.092	BPSL0111
1191081	86058482	11.507	0.072	BPSL0114
1191081	86058482	10.531	-0.018	BPSL0115
1191081	86058482	12.906	2.064	BPSL0117
1191081	86058482	11.745	0.710	BPSL0121
1191081	86058482	10.857	0.594	BPSL0122
1191081	86058482	11.249	-0.522	BPSL0123
1191081	86058482	12.225	1.593	BPSL0124
1191081	86058482	10.992	-0.123	BPSL0125
1191081	86058482	11.293	-0.542	BPSL0126
1191081	86058482	11.232	-0.400	BPSL0127
1191081	86058482	11.689	-0.293	BPSL0128
1191081	86058482	12.046	-0.488	BPSL0141
1191081	86058482	11.927	-0.431	BPSL0142
1191081	86058482	11.317	-0.014	BPSL0143
1191081	86058482	9.713	0.091	BPSL0157
1191081	86058482	9.507	0.213	BPSL0172
1191081	86058482	9.986	0.170	BPSL0173
1191081	86058482	11.649	-0.452	BPSL0177
1191081	86058482	11.167	-0.390	BPSL0178
1191081	86058482	11.042	-0.699	BPSL0179
1191081	86058482	11.274	0.317	BPSL0180
1191081	86058482	10.543	-0.105	BPSL0181
1191081	86058482	10.821	0.281	BPSL0187
1191081	86058482	10.675	0.752	BPSL0188
1191081	86058482	10.680	0.444	BPSL0189
1191081	86058482	10.526	0.247	BPSL0190
1191081	86058482	10.970	0.133	BPSL0191
1191081	86058482	10.026	-0.226	BPSL0193
1191081	86058482	11.371	-0.539	BPSL0201
1191081	86058482	13.122	1.077	BPSL0202
1191081	86058482	13.057	1.492	BPSL0212
1191081	86058482	11.167	1.480	BPSL0213
1191081	86058482	9.901	-0.008	BPSL0214
1191081	86058482	10.755	0.765	BPSL0215
1191081	86058482	13.051	-0.032	BPSL0219
1191081	86058482	11.033	-0.377	BPSL0220
1191081	86058482	11.599	-0.710	BPSL0224
1191081	86058482	12.325	-1.402	BPSL0231
1191081	86058482	12.230	2.106	BPSL0232
1191081	86058482	11.689	1.732	BPSL0233
1191081	86058482	10.956	0.871	BPSL0234
